reviews_id,user_id,lot_id,booking_id,rating,review_text,sentiment_score,created_at
R397,U140,P111,B1098,4,Clean and well-lit parking area.,0.61,2025-11-25T02:37:00
R398,U196,P119,B2195,3,Okay for short-term parking.,0.18,2025-10-09T15:01:00
R399,U174,P124,B407,4,"Owner was helpful, smooth experience overall.",0.5,2025-12-10T15:00:00
R400,U181,P122,B630,5,"Great parking spot, easy to find and secure.",0.82,2025-10-20T20:53:00
R401,U105,P120,B3402,4,"Very convenient location, will book again.",0.71,2025-12-30T20:30:00
R402,U261,P106,B902,4,Clean and well-lit parking area.,0.86,2026-01-27T11:25:00
R403,U288,P105,B1934,3,"Average experience, would use again if nearby.",0.06,2025-11-30T12:35:00
R404,U153,P112,B2847,5,"Great parking spot, easy to find and secure.",0.66,2026-01-22T15:22:00
R405,U147,P120,B243,3,"Decent parking, nothing special.",0.24,2025-12-17T08:15:00
R406,U112,P113,B4512,4,Affordable pricing and close to metro station.,0.52,2025-12-06T15:29:00
R407,U117,P117,B4720,5,"Very convenient location, will book again.",0.58,2025-11-03T15:17:00
R408,U169,P131,B3884,3,"Average experience, would use again if nearby.",0.06,2025-12-06T09:34:00
R409,U266,P111,B4686,4,"Owner was helpful, smooth experience overall.",0.77,2025-11-12T05:55:00
R410,U147,P130,B1879,5,"Very convenient location, will book again.",0.5,2026-01-04T12:51:00
R411,U156,P112,B2392,5,"Owner was helpful, smooth experience overall.",0.76,2025-11-19T19:07:00
R412,U129,P124,B132,4,Clean and well-lit parking area.,0.67,2025-11-23T10:42:00
R413,U212,P108,B1806,3,"Decent parking, nothing special.",0.15,2025-12-28T08:12:00
R414,U162,P101,B2632,1,"Slot was occupied when I arrived, had to wait.",-0.36,2025-11-17T13:21:00
R415,U250,P105,B3993,4,Clean and well-lit parking area.,0.7,2025-12-08T20:25:00
R416,U256,P115,B4514,4,Affordable pricing and close to metro station.,0.75,2025-11-01T19:56:00
R417,U138,P131,B3023,3,"Average experience, would use again if nearby.",0.09,2025-12-04T15:09:00
R418,U137,P119,B2229,5,Affordable pricing and close to metro station.,0.55,2025-10-18T22:51:00
R419,U218,P125,B2324,4,Affordable pricing and close to metro station.,0.86,2026-01-20T18:34:00
R420,U271,P107,B1379,2,"Narrow entrance, difficult to park.",-0.37,2026-01-28T22:48:00
R421,U267,P113,B2822,5,Affordable pricing and close to metro station.,0.87,2026-01-26T23:30:00
R422,U261,P113,B2767,4,Clean and well-lit parking area.,0.93,2026-01-02T08:38:00
R423,U206,P115,B1443,4,Affordable pricing and close to metro station.,0.71,2026-01-17T17:30:00
R424,U214,P122,B1885,4,"Owner was helpful, smooth experience overall.",0.79,2025-10-01T22:17:00
R425,U183,P122,B4748,5,Clean and well-lit parking area.,0.58,2025-12-13T15:44:00
R426,U223,P117,B2498,2,App showed available but lot was full.,-0.31,2026-01-02T20:09:00
R427,U252,P129,B1152,2,Price was higher than what was listed.,-0.55,2025-10-27T14:44:00
R428,U277,P103,B622,5,"Owner was helpful, smooth experience overall.",0.62,2026-01-05T05:19:00
R429,U206,P106,B888,5,"Very convenient location, will book again.",0.86,2025-10-19T11:29:00
R430,U199,P113,B4626,4,Clean and well-lit parking area.,0.76,2025-10-18T16:02:00
R431,U179,P105,B3486,4,Clean and well-lit parking area.,0.93,2025-11-05T07:24:00
R432,U252,P118,B3969,3,"Average experience, would use again if nearby.",0.21,2025-11-07T15:45:00
R433,U220,P111,B4547,4,Clean and well-lit parking area.,0.89,2025-10-31T17:28:00
R434,U138,P101,B665,4,"Very convenient location, will book again.",0.75,2025-11-05T05:55:00
R435,U135,P132,B365,1,App showed available but lot was full.,-0.59,2025-12-02T20:03:00
R436,U124,P117,B4525,3,Okay for short-term parking.,0.2,2026-01-26T09:24:00
R437,U269,P112,B3445,5,Clean and well-lit parking area.,0.55,2026-01-06T10:50:00
R438,U278,P132,B3416,3,"Decent parking, nothing special.",-0.08,2025-11-25T22:23:00
R439,U107,P122,B4586,5,Clean and well-lit parking area.,0.94,2025-11-30T20:09:00
R440,U156,P105,B166,4,Affordable pricing and close to metro station.,0.91,2025-10-26T13:58:00
R441,U235,P105,B352,5,"Great parking spot, easy to find and secure.",0.93,2025-12-21T21:00:00
R442,U251,P121,B4051,4,"Owner was helpful, smooth experience overall.",0.53,2026-01-19T23:09:00
R443,U192,P108,B2096,4,Affordable pricing and close to metro station.,0.62,2025-11-16T14:22:00
R444,U269,P119,B2370,4,Affordable pricing and close to metro station.,0.91,2025-11-29T08:35:00
R445,U141,P110,B602,4,Affordable pricing and close to metro station.,0.54,2025-11-05T22:11:00
R446,U226,P101,B1684,4,"Very convenient location, will book again.",0.7,2026-01-24T20:22:00
R447,U282,P130,B4350,4,Affordable pricing and close to metro station.,0.65,2025-10-16T13:12:00
R448,U245,P128,B1615,2,"Poor lighting at night, felt unsafe.",-0.37,2025-10-10T20:41:00
R449,U116,P128,B3996,5,Clean and well-lit parking area.,0.73,2026-01-23T20:29:00
R450,U300,P126,B4781,4,Clean and well-lit parking area.,0.63,2025-10-16T15:43:00
R451,U180,P128,B2139,5,Affordable pricing and close to metro station.,0.74,2026-01-09T15:23:00
R452,U164,P121,B175,5,"Owner was helpful, smooth experience overall.",0.55,2025-10-29T12:15:00
R453,U210,P105,B1341,4,Clean and well-lit parking area.,0.83,2025-12-22T20:30:00
R454,U101,P128,B1468,5,"Very convenient location, will book again.",0.78,2025-10-09T05:11:00
R455,U215,P111,B2099,4,Affordable pricing and close to metro station.,0.77,2025-11-25T13:39:00
R456,U286,P131,B4105,5,Clean and well-lit parking area.,0.7,2025-10-26T02:36:00
R457,U173,P119,B757,2,Price was higher than what was listed.,-0.72,2025-11-23T11:27:00
R458,U129,P113,B5084,2,App showed available but lot was full.,-0.86,2025-12-05T15:06:00
R459,U261,P101,B3258,1,"Slot was occupied when I arrived, had to wait.",-0.33,2025-12-15T15:07:00
R460,U289,P109,B3664,2,"Narrow entrance, difficult to park.",-0.65,2025-12-09T08:39:00
R461,U127,P101,B152,4,Affordable pricing and close to metro station.,0.72,2025-10-11T16:52:00
R462,U103,P130,B2070,2,"Poor lighting at night, felt unsafe.",-0.67,2025-11-05T19:47:00
R463,U263,P125,B538,4,"Very convenient location, will book again.",0.94,2025-12-08T07:19:00
R464,U173,P130,B3962,5,"Very convenient location, will book again.",0.86,2025-11-07T21:53:00
R465,U196,P117,B3781,4,"Great parking spot, easy to find and secure.",0.54,2025-11-20T16:00:00
R466,U221,P130,B3511,5,Affordable pricing and close to metro station.,0.77,2026-01-27T05:42:00
R467,U245,P128,B976,5,Clean and well-lit parking area.,0.72,2026-01-15T16:46:00
R468,U130,P118,B4249,5,Affordable pricing and close to metro station.,0.86,2025-11-06T23:12:00
R469,U261,P132,B4840,5,"Owner was helpful, smooth experience overall.",0.95,2025-10-04T01:57:00
R470,U125,P129,B1263,3,"Decent parking, nothing special.",0.2,2026-01-27T17:39:00
R471,U171,P125,B866,3,Okay for short-term parking.,0.25,2025-12-28T13:17:00
R472,U230,P126,B2296,4,"Owner was helpful, smooth experience overall.",0.73,2025-10-31T10:33:00
R473,U224,P102,B3618,5,"Very convenient location, will book again.",0.67,2025-12-10T22:51:00
R474,U199,P116,B1551,5,Affordable pricing and close to metro station.,0.79,2025-12-03T22:56:00
R475,U281,P109,B2160,4,Affordable pricing and close to metro station.,0.84,2026-01-02T00:17:00
R476,U151,P101,B3286,3,Okay for short-term parking.,-0.01,2025-12-28T21:43:00
R477,U170,P122,B259,5,Affordable pricing and close to metro station.,0.73,2025-12-03T10:21:00
R478,U158,P131,B3826,4,Affordable pricing and close to metro station.,0.55,2026-01-14T12:59:00
R479,U204,P105,B4944,5,Clean and well-lit parking area.,0.6,2025-12-08T15:38:00
R480,U122,P110,B694,5,"Great parking spot, easy to find and secure.",0.9,2025-10-24T08:33:00
R481,U179,P117,B2751,4,"Very convenient location, will book again.",0.57,2025-12-27T07:18:00
R482,U135,P103,B3182,3,"Decent parking, nothing special.",0.22,2025-11-11T12:19:00
R483,U242,P111,B2907,3,"Decent parking, nothing special.",0.05,2026-01-15T22:31:00
R484,U256,P126,B2645,4,"Great parking spot, easy to find and secure.",0.8,2025-10-09T11:01:00
R485,U207,P116,B4378,5,Affordable pricing and close to metro station.,0.91,2025-12-22T05:42:00
R486,U134,P130,B4963,4,"Owner was helpful, smooth experience overall.",0.85,2025-12-02T05:19:00
R487,U230,P117,B3105,3,"Decent parking, nothing special.",0.23,2026-01-08T19:16:00
R488,U105,P132,B4432,5,"Great parking spot, easy to find and secure.",0.62,2025-11-13T18:36:00
R489,U283,P114,B4203,3,Okay for short-term parking.,0.04,2025-11-05T04:07:00
R490,U207,P110,B942,4,"Very convenient location, will book again.",0.83,2026-01-18T08:33:00
R491,U151,P124,B4669,4,"Great parking spot, easy to find and secure.",0.85,2025-12-31T20:20:00
R492,U220,P112,B4650,2,Price was higher than what was listed.,-0.43,2026-01-01T18:50:00
R493,U238,P120,B1775,5,"Great parking spot, easy to find and secure.",0.83,2026-01-01T12:37:00
R494,U279,P103,B1321,2,Price was higher than what was listed.,-0.76,2026-01-15T12:14:00
R495,U263,P129,B2313,1,App showed available but lot was full.,-0.73,2025-11-16T03:52:00
R496,U122,P119,B4132,3,"Average experience, would use again if nearby.",0.28,2026-01-23T00:42:00
R497,U131,P110,B800,2,"Narrow entrance, difficult to park.",-0.57,2026-01-14T08:30:00
R498,U146,P121,B5000,2,App showed available but lot was full.,-0.45,2025-12-16T21:14:00
R499,U281,P121,B4251,3,"Decent parking, nothing special.",0.14,2025-12-06T22:30:00
R500,U178,P130,B199,4,Clean and well-lit parking area.,0.92,2026-01-03T15:37:00
R501,U167,P106,B3114,4,"Owner was helpful, smooth experience overall.",0.89,2025-10-15T12:41:00
R502,U110,P130,B1186,5,Clean and well-lit parking area.,0.62,2025-12-14T23:14:00
R503,U291,P122,B4604,4,Clean and well-lit parking area.,0.9,2025-12-22T11:53:00
R504,U152,P132,B2320,5,"Owner was helpful, smooth experience overall.",0.64,2025-10-17T22:27:00
R505,U232,P115,B2185,5,Affordable pricing and close to metro station.,0.7,2025-11-16T08:26:00
R506,U230,P115,B2878,4,"Very convenient location, will book again.",0.88,2025-10-06T17:05:00
R507,U245,P110,B4210,5,"Very convenient location, will book again.",0.65,2025-10-13T02:53:00
R508,U274,P109,B1466,5,"Great parking spot, easy to find and secure.",0.63,2025-11-20T11:00:00
R509,U126,P104,B3248,4,"Very convenient location, will book again.",0.8,2026-01-26T02:19:00
R510,U229,P104,B4239,2,"Slot was occupied when I arrived, had to wait.",-0.3,2025-12-31T18:43:00
R511,U204,P120,B490,5,"Great parking spot, easy to find and secure.",0.56,2025-12-30T14:49:00
R512,U181,P118,B1390,5,Clean and well-lit parking area.,0.82,2025-12-17T21:21:00
R513,U181,P105,B4722,4,Clean and well-lit parking area.,0.74,2025-12-04T13:58:00
R514,U120,P131,B1392,4,Affordable pricing and close to metro station.,0.68,2025-12-22T17:42:00
R515,U128,P102,B4769,5,"Owner was helpful, smooth experience overall.",0.84,2025-10-03T21:14:00
R516,U230,P131,B1810,4,Clean and well-lit parking area.,0.75,2025-12-11T14:28:00
R517,U116,P111,B350,4,"Owner was helpful, smooth experience overall.",0.86,2025-10-01T13:25:00
R518,U195,P119,B3388,4,"Great parking spot, easy to find and secure.",0.83,2025-12-15T15:27:00
R519,U227,P112,B2924,3,"Decent parking, nothing special.",0.29,2026-01-27T20:16:00
R520,U247,P126,B4305,4,Affordable pricing and close to metro station.,0.86,2025-11-11T10:34:00
R521,U149,P110,B3019,5,"Very convenient location, will book again.",0.53,2025-12-12T10:07:00
R522,U226,P121,B717,5,Affordable pricing and close to metro station.,0.85,2025-12-18T18:20:00
R523,U121,P121,B4330,4,"Great parking spot, easy to find and secure.",0.79,2025-11-01T12:25:00
R524,U236,P108,B3351,5,"Great parking spot, easy to find and secure.",0.54,2025-10-29T20:36:00
R525,U128,P128,B3769,4,"Very convenient location, will book again.",0.77,2025-11-12T11:12:00
R526,U118,P108,B989,4,Clean and well-lit parking area.,0.84,2025-10-20T09:08:00
R527,U157,P107,B3813,5,"Great parking spot, easy to find and secure.",0.59,2025-11-29T18:40:00
R528,U142,P130,B855,4,"Very convenient location, will book again.",0.7,2026-01-18T09:38:00
R529,U103,P112,B1364,5,"Great parking spot, easy to find and secure.",0.74,2025-10-06T18:12:00
R530,U170,P108,B3176,4,"Very convenient location, will book again.",0.69,2026-01-27T21:17:00
R531,U131,P114,B4209,3,Okay for short-term parking.,0.25,2025-11-01T00:11:00
R532,U140,P109,B4328,4,"Owner was helpful, smooth experience overall.",0.58,2026-01-13T15:27:00
R533,U257,P115,B5057,4,Clean and well-lit parking area.,0.85,2026-01-17T20:21:00
R534,U171,P118,B3630,3,"Average experience, would use again if nearby.",0.21,2026-01-02T15:56:00
R535,U137,P101,B4267,2,App showed available but lot was full.,-0.63,2025-12-10T12:56:00
R536,U123,P127,B2521,2,"Narrow entrance, difficult to park.",-0.58,2025-12-05T11:20:00
R537,U225,P127,B815,4,Affordable pricing and close to metro station.,0.57,2025-11-27T22:48:00
R538,U293,P129,B3974,3,"Average experience, would use again if nearby.",-0.02,2025-11-26T09:36:00
R539,U273,P130,B1798,5,"Very convenient location, will book again.",0.74,2026-01-21T09:32:00
R540,U183,P124,B4429,4,Clean and well-lit parking area.,0.6,2025-10-21T14:27:00
R541,U265,P120,B2355,5,Affordable pricing and close to metro station.,0.86,2025-11-02T20:56:00
R542,U294,P127,B1382,3,"Average experience, would use again if nearby.",0.15,2026-01-18T21:36:00
R543,U188,P108,B216,3,Okay for short-term parking.,-0.08,2025-11-14T00:26:00
R544,U222,P124,B2821,3,Okay for short-term parking.,0.04,2026-01-02T09:01:00
R545,U281,P113,B4545,5,"Owner was helpful, smooth experience overall.",0.89,2025-12-01T20:18:00
R546,U250,P109,B2443,2,"Slot was occupied when I arrived, had to wait.",-0.73,2025-11-20T07:16:00
R547,U270,P112,B1616,1,"Narrow entrance, difficult to park.",-0.47,2025-12-16T14:30:00
R548,U249,P112,B940,4,"Owner was helpful, smooth experience overall.",0.54,2025-10-23T13:25:00
R549,U239,P119,B1214,4,"Great parking spot, easy to find and secure.",0.92,2025-10-26T16:55:00
R550,U130,P120,B615,5,Affordable pricing and close to metro station.,0.7,2025-12-28T15:34:00
R551,U245,P107,B704,4,Affordable pricing and close to metro station.,0.72,2025-10-22T08:18:00
R552,U198,P132,B2595,5,"Very convenient location, will book again.",0.76,2025-12-16T15:38:00
R553,U281,P113,B2268,5,"Great parking spot, easy to find and secure.",0.66,2025-12-07T01:26:00
R554,U146,P105,B156,3,"Average experience, would use again if nearby.",0.19,2025-12-03T19:23:00
R555,U257,P122,B1175,1,App showed available but lot was full.,-0.89,2025-10-30T09:40:00
R556,U281,P111,B656,2,"Narrow entrance, difficult to park.",-0.8,2025-12-05T21:27:00
R557,U268,P131,B1548,4,Clean and well-lit parking area.,0.58,2026-01-14T08:39:00
R558,U101,P107,B1220,4,"Very convenient location, will book again.",0.79,2025-12-29T11:26:00
R559,U167,P106,B1671,5,Clean and well-lit parking area.,0.9,2026-01-26T09:03:00
R560,U172,P125,B1368,5,Clean and well-lit parking area.,0.53,2026-01-09T12:52:00
R561,U234,P128,B344,3,"Average experience, would use again if nearby.",0.24,2026-01-07T22:36:00
R562,U240,P127,B4659,4,"Owner was helpful, smooth experience overall.",0.87,2025-10-09T15:18:00
R563,U185,P101,B5033,4,"Very convenient location, will book again.",0.53,2025-12-12T23:22:00
R564,U237,P120,B566,5,"Great parking spot, easy to find and secure.",0.56,2025-10-05T16:13:00
R565,U220,P113,B4086,5,"Great parking spot, easy to find and secure.",0.66,2025-11-04T00:45:00
R566,U132,P122,B2124,4,"Very convenient location, will book again.",0.55,2025-11-10T13:28:00
R567,U170,P105,B682,5,Affordable pricing and close to metro station.,0.84,2025-12-28T07:19:00
R568,U120,P112,B4895,4,Affordable pricing and close to metro station.,0.73,2026-01-09T14:44:00
R569,U245,P112,B728,5,Clean and well-lit parking area.,0.68,2025-12-18T11:09:00
R570,U112,P123,B406,5,"Great parking spot, easy to find and secure.",0.83,2025-12-01T09:27:00
R571,U289,P125,B1103,2,"Poor lighting at night, felt unsafe.",-0.72,2025-11-03T23:12:00
R572,U222,P129,B2884,4,Clean and well-lit parking area.,0.89,2026-01-09T21:24:00
R573,U170,P112,B2231,5,"Very convenient location, will book again.",0.79,2025-10-04T16:55:00
R574,U293,P111,B881,4,"Very convenient location, will book again.",0.66,2025-11-23T16:34:00
R575,U111,P117,B3574,3,"Average experience, would use again if nearby.",0.12,2025-10-21T20:37:00
R576,U144,P123,B2967,4,"Very convenient location, will book again.",0.62,2025-12-11T23:25:00
R577,U165,P110,B869,3,Okay for short-term parking.,0.29,2025-10-11T07:11:00
R578,U232,P106,B4997,3,Okay for short-term parking.,0.07,2025-12-12T06:54:00
R579,U209,P132,B1872,5,"Very convenient location, will book again.",0.9,2025-11-07T20:19:00
R580,U278,P106,B2018,5,"Great parking spot, easy to find and secure.",0.94,2025-12-02T17:58:00
R581,U190,P121,B240,5,"Very convenient location, will book again.",0.74,2025-11-24T08:19:00
R582,U185,P129,B2898,4,"Very convenient location, will book again.",0.83,2025-11-28T14:45:00
R583,U132,P130,B4288,4,Clean and well-lit parking area.,0.76,2025-11-30T05:56:00
R584,U288,P104,B4516,2,Price was higher than what was listed.,-0.85,2025-10-18T12:08:00
R585,U243,P103,B1606,3,"Average experience, would use again if nearby.",0.28,2025-12-15T18:52:00
R586,U184,P106,B4505,5,"Very convenient location, will book again.",0.71,2026-01-24T18:30:00
R587,U193,P107,B227,5,Clean and well-lit parking area.,0.9,2026-01-21T19:08:00
R588,U257,P107,B2587,5,"Owner was helpful, smooth experience overall.",0.8,2025-10-25T09:23:00
R589,U239,P111,B3732,5,"Very convenient location, will book again.",0.55,2025-12-21T11:03:00
R590,U220,P125,B1342,5,"Great parking spot, easy to find and secure.",0.69,2025-10-13T20:58:00
R591,U140,P127,B4555,4,"Great parking spot, easy to find and secure.",0.59,2025-11-18T16:31:00
R592,U108,P120,B2768,2,App showed available but lot was full.,-0.8,2025-12-30T17:35:00
R593,U110,P111,B1119,4,"Very convenient location, will book again.",0.82,2026-01-01T11:59:00
R594,U270,P110,B4990,4,"Owner was helpful, smooth experience overall.",0.51,2025-12-11T13:33:00
R595,U210,P126,B3628,1,"Narrow entrance, difficult to park.",-0.32,2025-12-06T10:52:00
R596,U231,P109,B3279,4,"Owner was helpful, smooth experience overall.",0.7,2025-10-27T20:39:00
R597,U186,P118,B914,4,Affordable pricing and close to metro station.,0.72,2025-10-27T11:56:00
R598,U137,P128,B947,5,"Owner was helpful, smooth experience overall.",0.63,2025-12-20T13:05:00
R599,U146,P113,B2506,2,"Narrow entrance, difficult to park.",-0.85,2025-11-20T12:20:00
R600,U218,P112,B2692,5,"Great parking spot, easy to find and secure.",0.76,2025-12-24T09:57:00
R601,U201,P131,B242,5,"Great parking spot, easy to find and secure.",0.66,2025-12-25T12:27:00
R602,U205,P120,B1067,5,Affordable pricing and close to metro station.,0.78,2025-11-14T11:32:00
R603,U121,P125,B2569,2,App showed available but lot was full.,-0.57,2026-01-06T18:15:00
R604,U258,P105,B1417,3,Okay for short-term parking.,-0.01,2025-12-05T09:36:00
R605,U160,P118,B3104,1,"Poor lighting at night, felt unsafe.",-0.62,2025-11-06T17:26:00
R606,U234,P125,B1385,2,"Narrow entrance, difficult to park.",-0.72,2025-11-19T22:28:00
R607,U181,P131,B3138,4,Clean and well-lit parking area.,0.61,2025-11-23T17:19:00
R608,U296,P110,B3600,3,"Average experience, would use again if nearby.",0.21,2025-11-20T23:14:00
R609,U208,P111,B257,4,Affordable pricing and close to metro station.,0.51,2025-11-19T13:12:00
R610,U263,P123,B4004,5,"Great parking spot, easy to find and secure.",0.62,2025-12-05T18:26:00
R611,U152,P115,B1718,5,"Very convenient location, will book again.",0.74,2025-12-31T22:48:00
R612,U117,P115,B118,4,"Great parking spot, easy to find and secure.",0.71,2025-10-10T08:34:00
R613,U255,P106,B2693,1,Price was higher than what was listed.,-0.34,2025-10-09T10:20:00
R614,U228,P125,B3683,3,"Average experience, would use again if nearby.",0.24,2025-10-01T22:33:00
R615,U105,P114,B364,1,App showed available but lot was full.,-0.45,2025-11-17T22:55:00
R616,U278,P128,B3242,5,"Great parking spot, easy to find and secure.",0.73,2025-10-07T11:30:00
R617,U107,P132,B3874,5,"Owner was helpful, smooth experience overall.",0.69,2025-12-30T08:37:00
R618,U194,P126,B229,5,Clean and well-lit parking area.,0.52,2025-10-19T16:55:00
R619,U183,P101,B2008,3,"Decent parking, nothing special.",0.23,2026-01-16T03:03:00
R620,U258,P128,B1783,3,"Decent parking, nothing special.",0.07,2025-10-16T12:32:00
R621,U225,P126,B1547,4,Clean and well-lit parking area.,0.64,2025-11-25T09:47:00
R622,U164,P119,B4484,4,"Very convenient location, will book again.",0.77,2025-12-05T12:47:00
R623,U189,P108,B4634,4,Clean and well-lit parking area.,0.84,2026-01-12T21:56:00
R624,U238,P120,B856,4,"Great parking spot, easy to find and secure.",0.74,2025-12-02T14:35:00
R625,U151,P105,B4517,4,"Very convenient location, will book again.",0.57,2025-10-30T19:19:00
R626,U116,P121,B1851,5,"Very convenient location, will book again.",0.91,2025-10-12T14:10:00
R627,U254,P111,B3707,4,Affordable pricing and close to metro station.,0.55,2025-12-28T07:22:00
R628,U266,P129,B1030,4,Clean and well-lit parking area.,0.94,2025-11-15T21:50:00
R629,U147,P132,B4752,2,"Slot was occupied when I arrived, had to wait.",-0.63,2025-11-15T23:55:00
R630,U255,P112,B950,4,"Very convenient location, will book again.",0.93,2025-11-19T17:09:00
R631,U247,P126,B434,3,"Decent parking, nothing special.",0.27,2025-10-17T21:49:00
R632,U111,P102,B4397,4,Affordable pricing and close to metro station.,0.68,2025-10-27T11:26:00
R633,U250,P128,B3760,1,"Narrow entrance, difficult to park.",-0.42,2025-11-06T10:34:00
R634,U220,P115,B387,3,"Average experience, would use again if nearby.",-0.06,2025-10-17T02:08:00
R635,U181,P129,B4785,5,"Owner was helpful, smooth experience overall.",0.54,2025-11-30T20:48:00
R636,U285,P104,B4248,4,"Owner was helpful, smooth experience overall.",0.66,2025-10-06T07:53:00
R637,U270,P121,B4776,4,Clean and well-lit parking area.,0.77,2025-10-17T18:16:00
R638,U151,P101,B787,4,"Very convenient location, will book again.",0.5,2025-12-07T15:33:00
R639,U283,P119,B951,5,"Owner was helpful, smooth experience overall.",0.73,2025-10-23T06:55:00
R640,U250,P114,B4899,4,Clean and well-lit parking area.,0.94,2025-12-28T19:04:00
R641,U165,P117,B2387,3,Okay for short-term parking.,0.24,2026-01-26T15:14:00
R642,U104,P130,B2449,5,"Very convenient location, will book again.",0.6,2025-12-24T08:48:00
R643,U148,P107,B3735,3,"Decent parking, nothing special.",0.11,2025-11-10T21:48:00
R644,U193,P105,B4930,4,"Very convenient location, will book again.",0.58,2026-01-24T03:37:00
R645,U262,P103,B1732,4,"Very convenient location, will book again.",0.62,2025-12-07T10:08:00
R646,U140,P121,B414,5,Affordable pricing and close to metro station.,0.92,2025-11-10T23:38:00
R647,U101,P125,B1687,1,"Poor lighting at night, felt unsafe.",-0.3,2025-11-01T16:47:00
R648,U189,P131,B2680,2,"Narrow entrance, difficult to park.",-0.75,2025-11-04T11:53:00
R649,U250,P107,B978,4,"Very convenient location, will book again.",0.6,2025-12-24T23:57:00
R650,U254,P104,B927,4,"Great parking spot, easy to find and secure.",0.67,2025-11-18T17:31:00
R651,U263,P106,B3761,4,"Very convenient location, will book again.",0.7,2026-01-15T09:52:00
R652,U108,P116,B1611,5,"Great parking spot, easy to find and secure.",0.54,2025-12-15T16:10:00
R653,U247,P107,B2811,5,"Very convenient location, will book again.",0.57,2026-01-02T08:22:00
R654,U260,P111,B3370,5,Clean and well-lit parking area.,0.69,2025-11-08T09:53:00
R655,U154,P124,B4268,5,"Owner was helpful, smooth experience overall.",0.61,2025-10-21T03:03:00
R656,U203,P112,B4807,4,Affordable pricing and close to metro station.,0.88,2025-12-08T17:38:00
R657,U163,P124,B984,4,"Great parking spot, easy to find and secure.",0.84,2025-12-01T08:58:00
R658,U137,P104,B1407,4,"Very convenient location, will book again.",0.74,2026-01-18T16:22:00
R659,U127,P110,B2167,3,"Decent parking, nothing special.",0.07,2026-01-26T18:52:00
R660,U164,P130,B496,4,"Great parking spot, easy to find and secure.",0.87,2025-11-15T07:43:00
R661,U225,P132,B1765,5,"Very convenient location, will book again.",0.57,2025-11-13T13:54:00
R662,U208,P120,B1289,5,"Great parking spot, easy to find and secure.",0.9,2025-11-27T23:23:00
R663,U129,P109,B4205,3,"Decent parking, nothing special.",-0.08,2025-10-16T21:34:00
R664,U216,P120,B4832,2,"Poor lighting at night, felt unsafe.",-0.35,2025-11-11T10:16:00
R665,U162,P124,B1026,4,Clean and well-lit parking area.,0.56,2025-10-28T19:45:00
R666,U281,P102,B987,4,"Owner was helpful, smooth experience overall.",0.87,2025-11-19T08:24:00
R667,U137,P128,B1514,4,"Owner was helpful, smooth experience overall.",0.51,2025-12-26T19:57:00
R668,U175,P132,B1795,3,"Average experience, would use again if nearby.",0.23,2025-11-27T09:02:00
R669,U246,P127,B1604,3,"Decent parking, nothing special.",0.13,2025-12-14T22:00:00
R670,U293,P101,B1243,5,"Great parking spot, easy to find and secure.",0.51,2025-11-23T12:09:00
R671,U250,P126,B2894,3,Okay for short-term parking.,0.21,2025-11-21T02:38:00
R672,U191,P107,B4347,5,"Owner was helpful, smooth experience overall.",0.55,2026-01-11T22:03:00
R673,U214,P131,B2535,4,"Owner was helpful, smooth experience overall.",0.74,2025-12-19T20:21:00
R674,U112,P115,B4671,3,"Average experience, would use again if nearby.",0.03,2025-11-13T11:47:00
R675,U148,P119,B285,1,"Slot was occupied when I arrived, had to wait.",-0.44,2025-10-16T10:25:00
R676,U123,P116,B893,4,"Owner was helpful, smooth experience overall.",0.88,2025-12-19T23:05:00
R677,U144,P117,B150,5,"Owner was helpful, smooth experience overall.",0.71,2026-01-05T00:00:00
R678,U295,P126,B2908,2,"Poor lighting at night, felt unsafe.",-0.45,2025-12-12T21:54:00
R679,U265,P110,B2502,4,"Owner was helpful, smooth experience overall.",0.91,2025-10-05T01:11:00
R680,U244,P128,B2396,4,Affordable pricing and close to metro station.,0.81,2025-11-04T05:02:00
R681,U175,P118,B1465,3,Okay for short-term parking.,0.03,2025-10-03T11:17:00
R682,U205,P118,B1348,4,Clean and well-lit parking area.,0.71,2026-01-26T09:31:00
R683,U132,P102,B2311,4,Clean and well-lit parking area.,0.6,2025-12-12T19:18:00
R684,U228,P119,B1682,5,"Very convenient location, will book again.",0.71,2025-10-03T16:24:00
R685,U184,P110,B2612,2,"Slot was occupied when I arrived, had to wait.",-0.75,2026-01-12T20:11:00
R686,U240,P104,B4709,3,"Decent parking, nothing special.",0.22,2025-11-22T21:17:00
R687,U251,P109,B2462,3,"Average experience, would use again if nearby.",0.14,2025-12-19T13:00:00
R688,U285,P104,B2042,4,Clean and well-lit parking area.,0.78,2025-10-27T21:13:00
R689,U248,P119,B3146,4,"Very convenient location, will book again.",0.55,2025-10-24T01:29:00
R690,U182,P113,B3007,5,"Great parking spot, easy to find and secure.",0.5,2025-11-12T14:40:00
R691,U118,P104,B4463,4,"Great parking spot, easy to find and secure.",0.86,2025-10-24T03:44:00
R692,U103,P119,B3573,5,"Very convenient location, will book again.",0.74,2025-10-29T21:36:00
R693,U257,P114,B4624,2,"Poor lighting at night, felt unsafe.",-0.34,2025-11-27T13:36:00
R694,U186,P128,B3918,4,Affordable pricing and close to metro station.,0.74,2025-10-29T13:01:00
R695,U288,P113,B2346,5,Affordable pricing and close to metro station.,0.6,2025-10-13T19:24:00
